# Generated on 20231113_061841
# START DATA TYPES
# int64 : UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.acquisition.total_counts
# float64 : configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.fwhm,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
# datetime64[ns] : configuration.acquisition.date
# object : configuration.detector.analyzer.energy_range
# END DATA TYPES
UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.analyzer.energy_range,configuration.detector.fwhm,configuration.acquisition.date,configuration.acquisition.total_counts,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
100136,1021,1,8192,0.075,0.0,0-600,0.93,2011-02-23 19:00:47,2370953,1257.0601,1200.0,4.54,1975.7942
100137,1021,1,8192,0.075,0.0,0-600,0.93,2011-02-23 17:36:54,2377651,1257.2,1200.0,4.55,1981.3758
100138,1021,1,8192,0.075,0.0,0-600,0.93,2011-02-23 17:57:52,2371381,1257.0601,1200.0,4.54,1976.1508
100139,1021,1,8192,0.075,0.0,0-600,0.93,2011-02-23 17:15:56,2374654,1257.08,1200.0,4.54,1978.8783
100140,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 14:39:41,845212,1220.72,1200.0,1.7000000000000002,704.3433
100141,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 15:00:03,843794,1220.76,1200.0,1.7000000000000002,703.1617
100142,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 14:19:19,846734,1220.78,1200.0,1.7000000000000002,705.6117
100143,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 13:58:57,846663,1220.72,1200.0,1.7000000000000002,705.5525
100144,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 12:57:51,855332,1221.0,1200.0,1.72,712.7767
100145,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 13:38:35,848374,1220.86,1200.0,1.71,706.9783
100146,1019,1,8192,0.075,0.0,0-600,0.93,2011-02-24 13:18:13,848617,1220.9,1200.0,1.71,707.1808
100147,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 10:52:38,670489,1216.5601,1200.0,1.3599999999999999,558.7408
100148,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 10:32:20,671967,1216.6801,1200.0,1.37,559.9725
100149,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 10:12:02,672013,1216.8199,1200.0,1.38,560.0108
100150,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 11:33:14,668807,1216.6801,1200.0,1.37,557.3392
100151,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 11:12:56,668571,1216.72,1200.0,1.37,557.1425
100152,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 11:53:32,666517,1216.62,1200.0,1.37,555.4308
100153,1016,1,8192,0.075,0.0,0-600,0.93,2011-02-24 12:13:49,667093,1216.5601,1200.0,1.3599999999999999,555.9108
100154,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 15:20:36,381521,1209.96,1200.0,0.8200000000000001,317.9342
100155,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 15:40:48,380893,1209.9399,1200.0,0.8200000000000001,317.4108
100156,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 16:00:59,379351,1209.96,1200.0,0.8200000000000001,316.1258
100157,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 17:21:43,378100,1209.96,1200.0,0.8200000000000001,315.0833
100158,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 17:01:32,377470,1209.9399,1200.0,0.8200000000000001,314.5583
100159,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 16:21:10,378647,1209.86,1200.0,0.8099999999999999,315.5392
100160,1010,1,8192,0.075,0.0,0-600,0.93,2011-03-03 16:41:21,378309,1209.8199,1200.0,0.8099999999999999,315.2575
100161,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 17:11:49,711390,3619.8999,3600.0,0.5499999999999999,197.6083
100162,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 18:12:10,711901,3620.02,3600.0,0.5499999999999999,197.7503
100163,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 16:11:28,711889,3620.02,3600.0,0.5499999999999999,197.7469
100164,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 15:11:06,712903,3620.04,3600.0,0.5499999999999999,198.0286
100165,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 12:10:02,721611,3620.26,3600.0,0.5599999999999999,200.4475
100166,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 14:10:45,717087,3619.96,3600.0,0.5499999999999999,199.1908
100167,1004,1,8192,0.075,0.0,0-600,0.93,2011-03-01 13:10:24,717479,3620.0601,3600.0,0.5499999999999999,199.2997
100168,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 17:48:47,3163107,1276.3,1200.0,5.9799999999999995,2635.9225
100169,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 18:10:04,3160256,1276.22,1200.0,5.970000000000001,2633.5467
100170,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 17:27:27,3159888,1276.3,1200.0,5.9799999999999995,2633.24
100171,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 17:06:10,3160021,1276.22,1200.0,5.970000000000001,2633.3508
100172,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 16:02:17,3152914,1276.08,1200.0,5.96,2627.4283
100173,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 16:44:52,3158828,1276.34,1200.0,5.9799999999999995,2632.3567
100174,1026,1,8192,0.075,0.0,0-600,0.93,2011-02-18 16:23:34,3153970,1276.24,1200.0,5.970000000000001,2628.3083
100175,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 17:03:36,475400,3614.1399,3600.0,0.38999999999999996,132.0556
100176,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 18:03:52,474151,3614.0601,3600.0,0.38999999999999996,131.7086
100177,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 19:04:07,475929,3614.04,3600.0,0.38999999999999996,132.2025
100178,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 23:05:09,473983,3614.2,3600.0,0.38999999999999996,131.6619
100179,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 22:04:53,473343,3614.1799,3600.0,0.38999999999999996,131.4842
100180,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 20:04:22,474438,3614.1399,3600.0,0.38999999999999996,131.7883
100181,1005,1,8192,0.075,0.0,0-600,0.93,2011-02-24 21:04:38,473015,3614.1001,3600.0,0.38999999999999996,131.3931
100182,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 16:08:37,210593,3607.8,3600.0,0.22,58.4981
100183,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 15:08:28,209417,3607.98,3600.0,0.22,58.1714
100184,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 17:08:46,210574,3607.9199,3600.0,0.22,58.4928
100185,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 18:08:55,210043,3607.8,3600.0,0.22,58.3453
100186,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 14:08:18,210521,3608.0,3600.0,0.22,58.4781
100187,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 13:08:09,210666,3607.9399,3600.0,0.22,58.5183
100188,1000,1,8192,0.075,0.0,0-600,0.93,2011-02-28 12:08:00,209467,3607.96,3600.0,0.22,58.1853
100189,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 12:33:21,2433755,1258.5601,1200.0,4.65,2028.1292
100190,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 12:54:21,2436658,1258.5601,1200.0,4.65,2030.5483
100191,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 13:36:21,2434555,1258.58,1200.0,4.65,2028.7958
100192,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 13:15:21,2433525,1258.58,1200.0,4.65,2027.9375
100193,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 11:51:22,2443614,1258.9399,1200.0,4.68,2036.345
100194,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 12:12:21,2439067,1258.58,1200.0,4.65,2032.5558
100195,1024,1,8192,0.075,0.0,0-600,0.93,2011-02-23 11:30:21,2445588,1258.8,1200.0,4.67,2037.99
100196,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 11:18:53,338113,3610.9399,3600.0,0.3,93.9203
100197,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 13:19:18,335485,3611.04,3600.0,0.31,93.1903
100198,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 12:19:06,337528,3611.1001,3600.0,0.31,93.7578
100199,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 16:19:55,333502,3610.9199,3600.0,0.3,92.6394
100200,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 17:20:07,333426,3610.96,3600.0,0.3,92.6183
100201,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 15:19:43,333723,3610.8,3600.0,0.3,92.7008
100202,1002,1,8192,0.075,0.0,0-600,0.93,2011-03-04 14:19:30,334186,3610.8799,3600.0,0.3,92.8294
100203,1013,1,8192,0.075,0.0,0-600,0.93,2011-02-18 13:41:32,595357,1214.96,1200.0,1.23,496.1308
100204,1013,1,8192,0.075,0.0,0-600,0.93,2011-02-18 14:01:48,596984,1215.04,1200.0,1.24,497.4867
100205,1013,1,8192,0.075,0.0,0-600,0.93,2011-02-18 13:21:15,595335,1214.9,1200.0,1.23,496.1125
100206,1013,1,8192,0.075,0.0,0-600,0.93,2011-02-18 13:00:59,595787,1214.98,1200.0,1.23,496.4892
100207,1013,1,8192,0.075,0.0,0-600,0.93,2011-02-18 12:00:11,596130,1214.96,1200.0,1.23,496.775
