# Generated on 20231113_061843
# START DATA TYPES
# int64 : UID.spectrum
# object : spectra.md5
# END DATA TYPES
UID.spectrum,spectra.md5
100124,8e4b2681f037b878fef1331aa1a029d4
100125,c41c39734bce83ca750184f5c6c444b1
100126,b0ee041bd109c87ed6cba244419189a0
100127,c8f8cf95489bf7fdbd23f127c160d73a
100128,c5889113eabfb27b99af79d15cd4ba65
100129,96447cd1c759aa4b137728ed1568c0ff
100130,33379355bfeda4b7f277741fa523631b
100131,ecb7fa777f89fd6c13b743d784ada24e
100132,2ce2ec4bb31230e80f66598337e315c2
100133,b1fb7ee95f3b07616af69cbaa472287d
100134,983475a531f7fbb8af9c654d2cfd03d5
100135,79e5912536d4e5ceb4403cdf7dc89bea
100136,da6c082ae7497dad7c1868398ce2caad
100137,867d91e4851e4688aa82580015d27249
100138,16b697b430f281cc6f7dfe02ad59cf67
100139,29e3cc143a8cc3db2e98855b3dd8a582
100140,a8cb83e659cc643183fc1f24e2a19a67
100141,6faa57ec82963053785b0e7d88ee66a2
100142,7875b16c3be33aee91ef495dda0817c5
100143,028dab2b6e4864cc599ea486d579e704
100144,b0e33dcb09d21d6615b54e20787498da
100145,72caf5cb12237e4962da013e2aa8feb8
100146,eae5545d3a4f32f3ca40bdd5a277be13
100147,676a17298be20d85521542de0f28bf7b
100148,65a8bef4801fdc0d4f29f0d39ebd1519
100149,13c50d5cbdda6b84c59a827f80d3feff
100150,9f0ece370a550ae9953bbaccf3f06c4c
100151,013a2bc56aeae91a8b020b38f66ca8eb
100152,495780398f2704707705902d8dae8fc7
100153,8b10cb841011d4da5eb41a3dfa520d59
100154,3b950fce7b1635e95da531a6b2d5c368
100155,9e7026179c483c0d0905fb0ab7fae740
100156,ba138909042b5adb7863cf2c3d6fdce2
100157,0c2400653f1eeda374c8c8a7900d4069
100158,523ac4b662621134f68d8d94bd400afc
100159,e1171ef1c064ce46b38d2c71662e245f
100160,520e6d4139e6cfb134715a6ed7faf3d9
100161,7bf2efdce4ce2c08790c06c88043a40d
100162,e2e1b1c68e19835b25f4a94f35aa610c
100163,a9e8fa3a5a5d44248be844a36f7743c8
100164,76b9d97d87560c645254c83140ec57c6
100165,d9c0b72226a6ca85e23e9d9509d1c0d4
100166,f6127a02699ab977ce574113cb0a3e68
100167,3b35e1647cc5d72a45650f24ac80c3b3
100168,2442323c5f32340f5af1111e1cf56d0d
100169,c1fa5b36760b734f340455a0a8c0e33c
100170,b506631c694698d86258461e02448d5e
100171,973f487b553bfaa0d42e1cb4fc2c3500
100172,f2f654427a078e8aec08d02976a42339
100173,d43c67d37674b4fc893fd0a04b3aef1e
100174,58c2da21ef2a3755e9230d57d16a69c4
100175,67a4949335cd5c9302089e907f5a7399
100176,959268b8c23ca5d26e387b149ec3ccee
100177,6270b83bb859a814561259c695a31e85
100178,6b1d1a93f8cc540e7d7153d5b7b3e953
100179,9a15e79263ede8ffc215be51ea6cec4c
100180,358624801e51afebd592f337fc519745
100181,e46d5e6de423e4bf9111158fa3f814c7
100182,283bd0c6e4ed9670dab33b27b1dcb431
100183,3d2a5acbc48df043518c80640ca1d66f
100184,71954d3778d983885282358b771b8d43
100185,50fd278293de368ecf72579ac89e9d72
100186,afd89c3182800c671a9d022cd03f18e9
100187,101f35979e1270534df695f736072903
100188,3900cbd374021bb686806843a66b68da
100189,8c5f2d3979c568aeeada59df7acea445
100190,63b0506c833520a7c3ec9250ec126f98
100191,78d6f3409de410250fbf5f109747ad42
100192,f21b3eda4636d1c35d84f2c1ac7b0935
100193,df43a6a70a271a80358ca63902d7cd08
100194,07c5f960ebf602ff321183f64dec6b42
100195,da15fe4e214a48da851c66b0963dfbc0
100196,158ad80c2dc41722f6e56ed663cba8a5
100197,750009acd2f0d7e376d3b805a73f8527
100198,12d15792565d66bec40811228a79984e
100199,bb33f10b1b1ebf1772bbf6cf929912a5
100200,900fa7cad96bad29c618ea16b3ac753d
100201,c587c8240f5321ae185651013fc036dd
100202,d95131e9fe248f60572fbe642e14712d
100203,3d88a4c45cd0bf279e66a7ff2328644f
100204,715ebd8e65b6c94d8b972aeb7e9f442b
100205,0d62df00b7349f9c150766503679153e
100206,18ef63e4a7879e549dfb080d337a12fb
100207,c2335f317849e30ba3ea7c2e9153d97d
100208,d33c0418eaad4ad9ce26b938881b55e4
100209,58277968264513b954dfde67821f85e1
