# Generated on 20231113_061844
# START DATA TYPES
# int64 : UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.acquisition.total_counts
# float64 : configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.fwhm,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
# datetime64[ns] : configuration.acquisition.date
# object : configuration.detector.analyzer.energy_range
# END DATA TYPES
UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.analyzer.energy_range,configuration.detector.fwhm,configuration.acquisition.date,configuration.acquisition.total_counts,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
200051,2000,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-08 19:04:00,347989,614.0,600.0,2.2800000000000002,579.9817
200052,2000,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-08 19:45:00,348798,613.92,600.0,2.27,581.33
200053,2000,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-08 19:35:00,347631,613.9,600.0,2.26,579.385
200054,2000,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-08 19:55:00,344757,613.94,600.0,2.27,574.595
200055,2000,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-08 20:06:00,337961,613.94,600.0,2.27,563.2683
200056,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 22:42:00,421938,639.78,600.0,6.22,703.23
200057,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 22:32:00,423624,638.54,600.0,6.04,706.04
200058,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 22:21:00,422689,638.9,600.0,6.09,704.4817
200059,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 23:04:00,423460,640.34,600.0,6.3,705.7667
200060,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 22:53:00,422577,638.54,600.0,6.04,704.295
200061,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 23:14:00,423960,638.9,600.0,6.09,706.6
200062,2017,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-22 23:25:00,424840,639.96,600.0,6.239999999999999,708.0667
200063,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 18:20:00,287445,625.34,600.0,4.05,479.075
200064,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 18:10:00,288192,625.18,600.0,4.03,480.32
200065,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 17:59:00,289615,624.96,600.0,3.9899999999999998,482.6917
200066,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 18:41:00,286225,625.4,600.0,4.06,477.0417
200067,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 18:31:00,287451,625.18,600.0,4.03,479.085
200068,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 18:52:00,286545,625.2,600.0,4.03,477.575
200069,2020,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-23 19:02:00,288603,626.32,600.0,4.2,481.005
200070,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 17:52:00,251430,614.66,600.0,2.39,419.05
200071,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 18:02:00,253578,614.64,600.0,2.3800000000000003,422.63
200072,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 17:41:00,248744,614.58,600.0,2.37,414.5733
200073,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 18:12:00,249539,614.92,600.0,2.4299999999999997,415.8983
200074,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 18:22:00,254261,615.16,600.0,2.46,423.7683
200075,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 18:43:00,249266,615.38,600.0,2.5,415.4433
200076,2010,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-09 18:33:00,254326,615.48,600.0,2.52,423.8767
200077,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 23:15:00,179862,613.04,600.0,2.13,299.77
200078,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 23:05:00,179992,613.12,600.0,2.1399999999999997,299.9867
200079,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 23:26:00,179000,613.1,600.0,2.1399999999999997,298.3333
200080,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 23:36:00,183437,613.04,600.0,2.13,305.7283
200081,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 22:55:00,185599,612.8,600.0,2.09,309.3317
200082,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 22:45:00,185925,613.08,600.0,2.13,309.875
200083,2003,1,8192,0.075,0.0,0-600 keV,1.81,2003-09-05 22:34:00,182987,612.64,600.0,2.06,304.9783
200084,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 20:25:00,317969,615.88,600.0,2.58,529.9483
200085,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 20:35:00,316375,615.82,600.0,2.5700000000000003,527.2917
200086,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 20:15:00,315531,616.18,600.0,2.63,525.885
200087,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 20:04:00,315122,615.9,600.0,2.58,525.2033
200088,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 19:33:00,314820,616.2,600.0,2.63,524.7
200089,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 19:54:00,315079,615.78,600.0,2.56,525.1317
200090,2007,1,8192,0.075,0.0,0-600 keV,1.81,2003-08-11 19:44:00,315602,616.56,600.0,2.69,526.0033
200091,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 18:33:00,5212459,0.02,0.02,0.0,260622950.0
200092,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 19:18:00,5218289,0.02,0.02,0.0,260914450.0
200093,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 18:55:00,5217467,0.02,0.02,0.0,260873350.0
200094,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 20:24:00,5224769,0.02,0.02,0.0,261238450.0
200095,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 20:46:00,5228458,0.02,0.02,0.0,261422900.0
200096,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 20:02:00,5225937,0.02,0.02,0.0,261296850.0
200097,2011,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 19:40:00,5225815,0.02,0.02,0.0,261290750.0
200098,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 22:14:00,7287023,0.02,0.02,0.0,364351150.0
200099,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 22:38:00,7292334,0.02,0.02,0.0,364616700.0
200100,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 21:51:00,7285756,0.02,0.02,0.0,364287800.0
200101,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 23:01:00,7293060,0.02,0.02,0.0,364653000.0
200102,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 23:24:00,7302187,0.02,0.02,0.0,365109350.0
200103,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 00:10:00,7303348,0.02,0.02,0.0,365167400.0
200104,2008,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 23:47:00,7305236,0.02,0.02,0.0,365261800.0
200105,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 00:17:00,3704235,0.02,0.02,0.0,185211750.0
200106,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 00:38:00,3696488,0.02,0.02,0.0,184824400.0
200107,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 23:55:00,3708352,0.02,0.02,0.0,185417600.0
200108,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 01:00:00,3698727,0.02,0.02,0.0,184936350.0
200109,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 01:21:00,3693203,0.02,0.02,0.0,184660150.0
200110,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 02:04:00,3686809,0.02,0.02,0.0,184340450.0
200111,2004,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-21 01:43:00,3688395,0.02,0.02,0.0,184419750.0
200112,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 21:59:00,5775288,0.02,0.02,0.0,288764400.0
200113,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 21:36:00,5777098,0.02,0.02,0.0,288854900.0
200114,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 22:21:00,5774680,0.02,0.02,0.0,288734000.0
200115,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 22:44:00,5776656,0.02,0.02,0.0,288832800.0
200116,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 21:14:00,5779924,0.02,0.02,0.0,288996200.0
200117,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 20:52:00,5777648,0.02,0.02,0.0,288882400.0
200118,2018,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-26 20:29:00,5784922,0.02,0.02,0.0,289246100.0
200119,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 23:49:00,5791529,0.02,0.02,0.0,289576450.0
200120,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 23:27:00,5795492,0.02,0.02,0.0,289774600.0
200121,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 22:42:00,5789900,0.02,0.02,0.0,289495000.0
200122,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 23:04:00,5790056,0.02,0.02,0.0,289502800.0
200123,2014,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 21:35:00,5786150,0.02,0.02,0.0,289307500.0
200124,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 21:57:00,5786530,0.02,0.02,0.0,289326500.0
200125,2015,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-22 22:20:00,5791330,0.02,0.02,0.0,289566500.0
200126,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 20:20:00,2502900,0.02,0.02,0.0,125145000.0
200127,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 21:02:00,2509131,0.02,0.02,0.0,125456550.0
200128,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 20:41:00,2506373,0.02,0.02,0.0,125318650.0
200129,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 22:05:00,2513250,0.02,0.02,0.0,125662500.0
200130,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 22:26:00,2510934,0.02,0.02,0.0,125546700.0
200131,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 21:44:00,2512622,0.02,0.02,0.0,125631100.0
200132,2002,1,8192,0.075,0.0,0-600 keV,0.92,2011-04-20 21:23:00,2512912,0.02,0.02,0.0,125645600.0
