# Generated on 20231113_061543
# START DATA TYPES
# int64 : UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.acquisition.total_counts
# float64 : configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.fwhm,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
# datetime64[ns] : configuration.acquisition.date
# object : configuration.detector.analyzer.energy_range
# END DATA TYPES
UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.analyzer.energy_range,configuration.detector.fwhm,configuration.acquisition.date,configuration.acquisition.total_counts,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
200087,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 19:48:18,41467002,1800.0,992.0,44.89,41801.4133
200088,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 02:18:39,41477808,1800.0,993.0,44.83,41770.1994
200089,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 19:18:17,41468898,1800.0,993.0,44.83,41761.2266
200090,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 01:18:35,41483096,1800.0,993.0,44.83,41775.5247
200091,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 18:48:15,41465489,1800.0,993.0,44.83,41757.7936
200092,2054,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 01:48:37,41482291,1800.0,993.0,44.83,41774.714
200093,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 12:14:52,36817023,1800.0,1134.0,37.0,32466.5106
200094,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 12:44:54,36819509,1800.0,1134.0,37.0,32468.7028
200095,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 13:14:55,36806499,1800.0,1134.0,37.0,32457.2302
200096,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 10:14:44,36812010,1800.0,1134.0,37.0,32462.0899
200097,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 10:44:47,36816072,1800.0,1134.0,37.0,32465.672
200098,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 13:44:57,36822053,1800.0,1134.0,37.0,32470.9462
200099,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 11:44:50,36811303,1800.0,1134.0,37.0,32461.4665
200100,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 14:45:00,36799533,1800.0,1134.0,37.0,32451.0873
200101,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 14:14:58,36816279,1800.0,1134.0,37.0,32465.8545
200102,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 11:14:48,36812649,1800.0,1134.0,37.0,32462.6534
200103,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 09:14:41,36835638,1800.0,1133.0,37.059999999999995,32511.5958
200104,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 16:15:03,35452971,1800.0,1167.0,35.17,30379.581
200105,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 09:44:42,36812850,1800.0,1134.0,37.0,32462.8307
200106,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 15:45:02,36806697,1800.0,1134.0,37.0,32457.4048
200107,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 08:44:31,36857534,1800.0,1132.0,37.11,32559.659
200108,2048,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 15:15:01,36796661,1800.0,1134.0,37.0,32448.5547
200109,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 21:43:07,32752460,1800.0,1232.0,31.56,26584.789
200110,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 22:13:08,32756017,1800.0,1232.0,31.56,26587.6761
200111,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 18:42:57,32766109,1800.0,1232.0,31.56,26595.8677
200112,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 01:43:21,32775166,1800.0,1232.0,31.56,26603.2192
200113,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 19:12:58,32758372,1800.0,1232.0,31.56,26589.5877
200114,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 01:13:20,32755597,1800.0,1232.0,31.56,26587.3352
200115,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 18:12:22,32768586,1800.0,1232.0,31.56,26597.8782
200116,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 00:43:17,32754504,1800.0,1232.0,31.56,26586.4481
200117,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 22:43:10,32758361,1800.0,1232.0,31.56,26589.5787
200118,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 19:43:00,32757966,1800.0,1232.0,31.56,26589.2581
200119,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 20:13:01,32748587,1800.0,1232.0,31.56,26581.6453
200120,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 23:13:11,32749797,1800.0,1232.0,31.56,26582.6274
200121,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 21:13:04,32759743,1800.0,1232.0,31.56,26590.7005
200122,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-31 00:13:15,32754874,1800.0,1232.0,31.56,26586.7484
200123,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 23:43:13,32760685,1800.0,1232.0,31.56,26591.4651
200124,2041,1,8192,0.075,0.0,0-614 keV,0.7,2001-07-30 20:43:03,32761604,1800.0,1232.0,31.56,26592.211
200125,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 12:24:39,41488331,1800.0,992.0,44.89,41822.9143
200126,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 11:54:37,41510973,1800.0,991.0,44.940000000000005,41887.9647
200127,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 10:24:33,41528363,1800.0,990.0,45.0,41947.8414
200128,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 13:24:42,41435182,1800.0,993.0,44.83,41727.2729
200129,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 12:54:41,41478856,1800.0,992.0,44.89,41813.3629
200130,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 09:54:31,41529268,1800.0,990.0,45.0,41948.7556
200131,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 13:54:44,41446089,1800.0,994.0,44.78,41696.2666
200132,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 10:54:34,41513118,1800.0,991.0,44.940000000000005,41890.1292
200133,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 11:24:35,41509413,1800.0,991.0,44.940000000000005,41886.3905
200134,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 14:24:45,41426634,1800.0,994.0,44.78,41676.6942
200135,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 09:24:30,41541315,1800.0,990.0,45.0,41960.9242
200136,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 08:54:26,41568938,1800.0,989.0,45.06,42031.2821
200137,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 15:54:50,41422419,1800.0,995.0,44.72,41630.5719
200138,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 14:54:47,41423436,1800.0,994.0,44.78,41673.4769
200139,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 15:24:49,41420056,1800.0,994.0,44.78,41670.0765
200140,2060,1,8192,0.075,0.0,0-614 keV,0.7,2001-08-01 08:24:25,41582711,1800.0,989.0,45.06,42045.2083
200141,2033,1,8192,0.125,0.0,0-1024 keV,1.07,2001-08-09 18:30:45,41263741,1800.0,943.0,47.61,43757.9438
200142,2013,1,8192,0.125,0.0,0-1024 keV,0.98,1993-10-10 17:21:01,132713524,7200.0,5768.0,19.89,23008.586
200143,2011,1,8192,0.125,0.0,0-1024 keV,1.05,1995-01-15 16:45:29,66828134,3600.0,2848.0,20.89,23464.9347
200144,2029,1,8192,0.125,0.0,0-1024 keV,1.1,2001-08-09 08:24:16,41115627,1800.0,946.0,47.44,43462.6078
200145,2010,1,8192,0.125,0.0,0-1024 keV,1.05,1995-01-23 16:04:57,65984509,3600.0,2834.0,21.279999999999998,23283.1718
200146,2014,1,8192,0.125,0.0,0-1024 keV,0.97,1993-10-11 15:08:14,135190416,7200.0,5778.0,19.75,23397.4413
200147,2011,1,8192,0.125,0.0,0-1024 keV,1.05,1995-01-15 16:44:52,66872966,3600.0,2848.0,20.89,23480.6763
200148,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 19:30:33,8058338,900.0,535.62,40.489999999999995,15044.879
200149,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 19:45:35,8059655,900.0,535.62,40.489999999999995,15047.3378
200150,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 19:15:30,8063292,900.0,535.46,40.5,15058.6256
200151,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 20:45:45,8058472,900.0,535.6,40.489999999999995,15045.6915
200152,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 20:30:43,8060309,900.0,535.58,40.489999999999995,15049.6821
200153,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 19:00:28,8055937,900.0,535.56,40.489999999999995,15042.0813
200154,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 20:00:37,8054058,900.0,535.78,40.47,15032.3968
200155,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 18:30:23,8060943,900.0,535.46,40.5,15054.2387
200156,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 18:45:26,8058999,900.0,535.52,40.5,15048.922
200157,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 20:15:40,8058393,900.0,535.64,40.48,15044.4193
200158,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 21:15:50,8053476,900.0,535.8,40.47,15030.7506
200159,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 21:00:47,8057204,900.0,535.7,40.48,15040.5149
200160,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 18:00:18,8059556,900.0,535.42,40.510000000000005,15052.774
200161,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 17:45:16,8057854,900.0,535.42,40.510000000000005,15049.5952
200162,2044,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 18:15:21,8064148,900.0,535.32,40.52,15064.1633
200163,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 00:10:42,9517202,900.0,411.28,54.300000000000004,23140.4445
200164,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 00:25:44,9514086,900.0,411.5,54.279999999999994,23120.5006
200165,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 21:25:15,9509281,900.0,411.68,54.26,23098.7203
200166,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 20:55:11,9519195,900.0,411.1,54.32,23155.4241
200167,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 21:10:13,9514253,900.0,411.32,54.300000000000004,23131.0241
200168,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 22:10:23,9510038,900.0,411.6,54.269999999999996,23105.0482
200169,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 23:40:37,9513626,900.0,411.56,54.269999999999996,23116.0124
200170,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 23:55:39,9510427,900.0,411.6,54.269999999999996,23105.9933
200171,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 22:25:25,9513440,900.0,411.6,54.269999999999996,23113.3136
200172,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 23:25:34,9512076,900.0,411.5,54.279999999999994,23115.616
200173,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 21:55:20,9509936,900.0,411.72,54.25,23098.0666
200174,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 21:40:18,9508072,900.0,411.88,54.24,23084.568
200175,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 23:10:32,9510484,900.0,411.6,54.269999999999996,23106.1318
200176,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 22:55:30,9509905,900.0,411.66,54.26,23101.3577
200177,2050,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 22:40:27,9514426,900.0,411.58,54.269999999999996,23116.8334
200178,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 19:36:56,9519729,900.0,421.94,53.12,22561.8072
200179,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 18:06:43,9554280,900.0,417.88,53.56999999999999,22863.6927
200180,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 18:21:45,9548561,900.0,418.78,53.47,22800.9003
200181,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 19:51:59,9517267,900.0,422.62,53.04,22519.6799
200182,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 17:51:40,9562710,900.0,416.94,53.669999999999995,22935.4582
200183,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 19:21:54,9518825,900.0,421.72,53.14,22571.4336
200184,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 19:06:52,9526272,900.0,421.02,53.22,22626.6502
200185,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 17:36:38,9565142,900.0,415.94,53.779999999999994,22996.4465
200186,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 20:07:01,9510587,900.0,423.16,52.980000000000004,22475.1558
200187,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 20:22:03,9508321,900.0,423.58,52.94,22447.5218
200188,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 17:21:36,9582789,900.0,414.54,53.94,23116.6807
200189,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 17:06:33,9591826,900.0,413.14,54.1,23216.8893
200190,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 16:51:30,9605080,900.0,411.16,54.32,23360.9298
200191,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 18:51:50,9535250,900.0,420.36,53.290000000000006,22683.534
200192,2062,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-07 18:36:47,9538879,900.0,419.76,53.36,22724.6016
200193,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 23:33:16,6399513,900.0,632.18,29.759999999999998,10122.9287
