# Generated on 20231113_061543
# START DATA TYPES
# int64 : UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.acquisition.total_counts
# float64 : configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.fwhm,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
# datetime64[ns] : configuration.acquisition.date
# object : configuration.detector.analyzer.energy_range
# END DATA TYPES
UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.analyzer.energy_range,configuration.detector.fwhm,configuration.acquisition.date,configuration.acquisition.total_counts,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
200194,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 23:48:19,6402368,900.0,632.1,29.770000000000003,10128.7269
200195,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 01:18:32,6398660,900.0,632.2,29.759999999999998,10121.2589
200196,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 01:03:30,6397510,900.0,632.22,29.75,10119.1204
200197,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 21:48:01,6402877,900.0,631.94,29.78,10132.0964
200198,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 22:03:03,6409183,900.0,631.86,29.79,10143.3595
200199,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 22:18:05,6403605,900.0,631.98,29.78,10132.6074
200200,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 00:48:28,6401430,900.0,632.04,29.770000000000003,10128.2043
200201,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 23:18:14,6403065,900.0,632.06,29.770000000000003,10130.4702
200202,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 23:03:12,6403715,900.0,632.02,29.78,10132.1395
200203,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 00:33:26,6398850,900.0,632.22,29.75,10121.2399
200204,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 22:33:07,6402818,900.0,631.94,29.78,10132.003
200205,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 00:03:21,6400725,900.0,632.12,29.759999999999998,10125.8069
200206,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-09 00:18:23,6402761,900.0,631.98,29.78,10131.2719
200207,2039,1,8192,0.3659,0.2222,0-3000 keV,1.4,2005-09-08 22:48:10,6401695,900.0,632.04,29.770000000000003,10128.6235
200208,2026,1,8192,0.125,0.0,0-1024 keV,1.13,2001-08-08 17:50:38,41068304,1800.0,948.0,47.33,43320.9958
200209,2018,1,8192,0.125,0.0,0-1024 keV,1.24,2001-08-10 07:38:55,40921139,1800.0,951.0,47.17,43029.5889
200210,2001,1,8192,0.125,0.0,0-1024 keV,1.21,2000-06-28 04:26:23,56124956,3600.0,2557.0,28.970000000000002,21949.533
200211,2020,1,8192,0.125,0.0,0-1024 keV,1.06,2000-06-29 04:39:53,63297794,3600.0,2378.0,33.94,26618.0799
200212,2021,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-08 07:17:46,41088068,1800.0,947.0,47.39,43387.6114
200213,2006,1,8192,0.125,0.0,0-1024 keV,1.03,1993-10-09 20:39:14,133839160,7200.0,5714.0,20.64,23423.0242
200214,2015,1,8192,0.125,0.0,0-1024 keV,0.97,1993-10-12 12:55:22,134920781,7200.0,5784.0,19.67,23326.5527
200215,2036,1,8192,0.125,0.0,0-1024 keV,1.0,2000-06-27 04:58:50,64100641,3600.0,2345.0,34.86,27335.0281
200216,2044,1,8192,0.3659,0.2223,0-3000 keV,1.4,2005-09-08 16:30:01,8060991,900.0,535.0,40.56,15067.2729
200217,2027,1,8192,0.125,0.0,0-1024 keV,0.91,2000-06-30 08:21:00,24670206,3600.0,3188.0,11.44,7738.4586
200218,2031,1,8192,0.125,0.0,0-1024 keV,0.96,2000-06-27 11:48:00,64346295,3600.0,2369.0,34.19,27161.7961
200219,2030,1,8192,0.125,0.0,0-1024 keV,1.05,1994-12-20 07:00:00,65984428,360.0,283.4,21.279999999999998,232831.4326
200220,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-10 00:24:00,41109604,1800.0,946.0,47.44,43456.241
200221,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 23:54:00,41111086,1800.0,946.0,47.44,43457.8076
200222,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 18:54:00,41104658,1800.0,946.0,47.44,43451.0127
200223,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-10 00:54:00,41106465,1800.0,946.0,47.44,43452.9228
200224,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 19:24:00,41112403,1800.0,946.0,47.44,43459.1998
200225,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 21:24:00,41103644,1800.0,946.0,47.44,43449.9408
200226,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 18:24:00,41110766,1800.0,946.0,47.44,43457.4693
200227,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 17:54:00,41108896,1800.0,946.0,47.44,43455.4926
200228,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 20:54:00,41107070,1800.0,946.0,47.44,43453.5624
200229,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 16:54:00,41117880,1800.0,946.0,47.44,43464.9894
200230,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 19:54:00,41100391,1800.0,946.0,47.44,43446.5021
200231,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 20:24:00,41111085,1800.0,946.0,47.44,43457.8066
200232,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 17:24:00,41109903,1800.0,946.0,47.44,43456.5571
200233,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 15:24:00,41115627,1800.0,946.0,47.44,43462.6078
200234,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 22:24:00,41101135,1800.0,946.0,47.44,43447.2886
200235,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 21:54:00,41108913,1800.0,946.0,47.44,43455.5106
200236,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 22:54:00,41103511,1800.0,946.0,47.44,43449.8002
200237,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 15:54:00,41104586,1800.0,946.0,47.44,43450.9366
200238,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 16:24:00,41111505,1800.0,946.0,47.44,43458.2505
200239,2028,1,8192,0.125,0.0,0-1024 keV,1.0,2001-08-09 23:24:00,41103468,1800.0,946.0,47.44,43449.7548
200240,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65994048,360.0,283.4,21.279999999999998,232865.3776
200241,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65993576,360.0,283.4,21.279999999999998,232863.7121
200242,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65974912,360.0,283.4,21.279999999999998,232797.8546
200243,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65977912,360.0,283.4,21.279999999999998,232808.4404
200244,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65988903,360.0,283.4,21.279999999999998,232847.223
200245,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65987410,360.0,283.4,21.279999999999998,232841.9548
200246,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65970649,360.0,283.4,21.279999999999998,232782.8123
200247,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65985602,360.0,283.4,21.279999999999998,232835.5752
200248,2030,1,8192,0.125,0.0,0-1024 keV,1.0,1994-12-20 07:00:00,65990816,360.0,283.4,21.279999999999998,232853.9732
200249,2050,1,8192,0.3659,0.2223,0-3000 keV,1.4,2005-09-07 19:40:00,9516198,900.0,411.0,54.33,23153.7664
200250,2062,1,8192,0.3659,0.2223,0-3000 keV,1.4,2005-09-07 15:36:02,9631508,900.0,408.0,54.669999999999995,23606.6373
200251,2035,1,8192,0.125,0.0,0-1024 keV,0.96,2000-06-29 11:40:00,70038096,3600.0,2229.0,38.080000000000005,31421.3082
200252,2032,1,8192,0.125,0.0,0-1024 keV,0.92,2000-06-29 22:16:00,88638996,7200.0,5638.0,21.69,15721.7091
200253,2034,1,8192,0.125,0.0,0-1024 keV,0.98,2000-06-29 08:38:00,56291311,3000.0,1912.0,36.27,29441.0622
200254,2039,1,8192,0.3659,0.2223,0-3000 keV,1.4,2005-09-08 20:32:05,6402049,900.0,631.0,29.89,10145.878
200255,2004,1,8192,0.125,0.0,0-1024 keV,1.24,1994-11-02 07:00:00,69328998,360.0,281.7,21.75,246109.3291
200256,2019,1,8192,0.125,0.0,0-1024 keV,1.02,2000-06-28 08:27:00,57510515,3000.0,1878.0,37.4,30623.2774
200257,2017,1,8192,0.125,0.0,0-1024 keV,1.09,2000-06-28 13:17:00,65312752,3600.0,2352.0,34.67,27769.0272
200258,2002,3,4096,0.1,10.0,0-1024 keV,0.7,1994-11-09 07:00:00,77298250,360.0,322.0,10.56,240056.677
200259,2005,3,4096,0.1,10.0,0-1024 keV,0.7,1994-11-09 07:00:00,49535326,360.0,336.1,6.64,147382.7016
200260,2007,3,8192,0.125,0.0,0-1024 keV,1.54,2000-06-28 16:33:00,60415403,10800.0,9754.0,9.69,6193.9105
200261,2000,3,8192,0.125,0.0,0-1024 keV,2.34,2000-06-28 16:27:00,130439288,10800.0,8510.0,21.2,15327.7659
200262,2016,3,8192,0.125,0.0,0-1024 keV,1.32,2010-09-14 22:45:00,933157829,43200.0,24320.0,43.7,38369.9765
200263,2059,2,8192,0.075,0.0,0-614 keV,0.7,2001-09-02 09:43:02,54613470,1200.0,482.0,59.830000000000005,113305.9544
200266,2057,2,8192,0.075,0.0,0-614 keV,0.7,2001-09-10 18:30:01,37481083,1327.0,1200.0,9.569999999999999,31234.2358
200267,2023,2,8192,0.075,0.0,0-1024 keV,1.0,2001-09-07 23:57:01,37321754,1326.0,1200.0,9.5,31101.4617
200268,2046,2,8192,0.075,0.0,0-614 keV,0.8,2005-01-05 14:51:00,3835708,900.0,842.0,6.4399999999999995,4555.4727
200269,2064,2,8192,0.075,0.0,0-614 keV,0.8,2005-01-08 12:30:03,8000956,900.0,775.0,13.889999999999999,10323.8142
200270,2052,2,8192,0.075,0.0,0-614 keV,0.8,2005-01-09 12:40:00,6223987,900.0,804.0,10.67,7741.2774
200271,2038,2,8192,0.075,0.0,0-614 keV,0.8,2005-01-07 12:10:04,2505521,900.0,862.0,4.22,2906.6369
200272,2058,2,8192,0.125,0.0,0-614 keV,0.7,2001-09-07 11:43:05,58229869,1200.0,491.0,59.08,118594.4379
200273,2022,2,8192,0.125,0.0,0-1024 keV,1.0,2001-09-02 09:43:02,57920700,1200.0,495.0,58.75,117011.5152
200276,2056,2,8192,0.125,0.0,0-614 keV,0.7,2001-09-08 08:52:04,38167857,1383.0,1200.0,13.23,31806.5475
200277,2024,2,8192,0.125,0.0,0-1024 keV,1.0,2001-09-11 03:36:02,37795749,1382.0,1200.0,13.170000000000002,31496.4575
200278,2012,2,8192,0.125,0.0,0-1024 keV,1.3,1994-11-21 07:00:00,66046061,360.0,280.5,22.08,235458.328
200279,2009,2,8192,0.125,0.0,0-1024 keV,1.3,1998-08-13 21:01:00,11131873,1800.0,1523.0,15.39,7309.1747
200280,2008,2,8192,0.125,0.0,0-1024 keV,1.3,1998-08-13 21:51:00,5075146,1800.0,1678.0,6.78,3024.5209
200281,2003,2,8192,0.125,0.0,0-1024 keV,1.3,1994-12-06 07:00:00,66002635,360.0,281.9,21.69,234134.9237
200282,2045,2,8192,0.125,0.0,0-1024 keV,0.8,2005-01-07 12:28:01,14572944,900.0,663.0,26.33,21980.3077
200283,2063,2,8192,0.125,0.0,0-1024 keV,0.8,2005-01-09 12:58:02,14732062,900.0,661.0,26.56,22287.5371
200284,2051,2,8192,0.125,0.0,0-1024 keV,0.8,2005-01-08 12:47:01,14572736,900.0,663.0,26.33,21979.994
200285,2037,2,8192,0.125,0.0,0-1024 keV,0.8,2005-01-05 16:13:02,12062115,900.0,709.0,21.22,17012.8561
