# Generated on 20231113_061545
# START DATA TYPES
# int64 : UID.spectrum
# object : spectra.md5
# END DATA TYPES
UID.spectrum,spectra.md5
200268,918893a23d86d9482465384ad14f95a6
200269,44bfb65442301bfc7659789a03764142
200270,27c2d00376ceb2a0fceb3f9dd3c3ae70
200271,a5d39c186faab514e769fd4b6d62c6f8
200272,3e89f5a0e8d92ff6306881aeae4650c0
200273,08c3b73be5e1c0ce5bae30f3beb2173f
200276,57202ad5d5f37650a35d869143a38958
200277,2b5057c37ef9ce557efa6a006b3d3d70
200278,da89c3938c205a29da9b7bc53b1f4a22
200279,dded1d0b9211ff0a51825eb6c65dc04f
200280,c39acad3a705e4f87966f9ea57bb2080
200281,9b5b498898944ac2e21b3436b785f2d2
200282,22f5393bfb509387e084022c19826a76
200283,03d9586e452a6d263f54ec648247ef59
200284,868fb4e03c42aea7d00723becbcf4af2
200285,bd7548cae7082b1374debf09e51d94ba
