# Generated on 20231113_061539
# START DATA TYPES
# int64 : UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.acquisition.total_counts
# float64 : configuration.detector.analyzer.offset,configuration.detector.fwhm,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
# datetime64[ns] : configuration.acquisition.date
# object : configuration.detector.analyzer.gain,configuration.detector.analyzer.energy_range
# END DATA TYPES
UID.spectrum,UID.metadata,sample.section,configuration.detector.analyzer.number_of_channels,configuration.detector.analyzer.gain,configuration.detector.analyzer.offset,configuration.detector.analyzer.energy_range,configuration.detector.fwhm,configuration.acquisition.date,configuration.acquisition.total_counts,configuration.acquisition.real_time.seconds,configuration.acquisition.live_time.seconds,configuration.acquisition.dead_time,configuration.acquisition.count_rate
100028,1022,1,1024,1.25,0.0,0-250,18.01,2006-03-09 23:20:02,266449,303.0,300.0,0.9900000000000001,888.1633
100029,1068,1,1024,1.25,0.0,0-250,20.29,2006-03-09 22:22:01,4071709,338.0,300.0,11.24,13572.3633
100030,1044,1,1024,1.25,0.0,0-250,19.28,2006-03-09 22:58:03,411750,305.0,300.0,1.6400000000000001,1372.5
100031,1036,1,1024,1.25,0.0,0-250,19.09,2006-03-09 23:05:02,350184,304.0,300.0,1.32,1167.28
100032,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 14:35:05,10054971,1800.0,1633.0,9.28,6157.3613
100033,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 01:09:02,12162700,1800.0,1599.0,11.17,7606.4415
100034,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 01:28:00,8796056,1800.0,1652.0,8.219999999999999,5324.4891
100035,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 22:39:42,12175130,1800.0,1599.0,11.17,7614.2151
100036,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 23:09:45,12175258,1800.0,1599.0,11.17,7614.2952
100037,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 02:39:57,12171291,1800.0,1599.0,11.17,7611.8143
100038,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 19:39:31,12172429,1800.0,1599.0,11.17,7612.526
100039,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 20:09:33,12170737,1800.0,1599.0,11.17,7611.4678
100040,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 19:09:29,12162700,1800.0,1599.0,11.17,7606.4415
100041,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 02:09:56,12176528,1800.0,1599.0,11.17,7615.0894
100042,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 01:39:54,12175651,1800.0,1599.0,11.17,7614.541
100043,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 20:39:35,12172504,1800.0,1599.0,11.17,7612.5729
100044,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 23:39:47,12178190,1800.0,1599.0,11.17,7616.1288
100045,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 00:09:49,12178271,1800.0,1599.0,11.17,7616.1795
100046,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 21:09:37,12174728,1800.0,1599.0,11.17,7613.9637
100047,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 01:09:53,12177387,1800.0,1599.0,11.17,7615.6266
100048,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 22:09:40,12180655,1800.0,1599.0,11.17,7617.6704
100049,1042,1,4096,0.075,0.0,0-310,0.65,2002-02-28 21:39:39,12170762,1800.0,1599.0,11.17,7611.4834
100050,1042,1,4096,0.075,0.0,0-310,0.65,2002-03-01 00:39:50,12169839,1800.0,1599.0,11.17,7610.9062
100051,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 12:36:11,10050542,1800.0,1633.0,9.28,6154.6491
100052,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 12:06:09,10048904,1800.0,1634.0,9.22,6149.88
100053,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 14:06:17,10054922,1800.0,1633.0,9.28,6157.3313
100054,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 11:06:05,10051795,1800.0,1633.0,9.28,6155.4164
100055,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 11:36:07,10057195,1800.0,1633.0,9.28,6158.7232
100056,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 14:36:19,10053575,1800.0,1633.0,9.28,6156.5064
100057,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 10:36:03,10054741,1800.0,1633.0,9.28,6157.2205
100058,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 13:36:15,10052526,1800.0,1633.0,9.28,6155.8641
100059,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 13:06:13,10055198,1800.0,1633.0,9.28,6157.5003
100060,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 10:06:01,10053232,1800.0,1633.0,9.28,6156.2964
100061,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 15:06:21,10052278,1800.0,1633.0,9.28,6155.7122
100062,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 15:36:22,10050261,1800.0,1633.0,9.28,6154.477
100063,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 08:35:57,10054971,1800.0,1633.0,9.28,6157.3613
100064,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 09:36:01,10055647,1800.0,1633.0,9.28,6157.7753
100065,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 09:05:59,10051887,1800.0,1633.0,9.28,6155.4727
100066,1034,1,4096,0.075,0.0,0-310,0.65,2002-02-28 16:06:24,10054500,1800.0,1633.0,9.28,6157.0729
100067,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 19:28:09,8796056,1800.0,1652.0,8.219999999999999,5324.4891
100068,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 02:28:58,8798387,1800.0,1652.0,8.219999999999999,5325.9001
100069,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 01:58:56,8797470,1800.0,1652.0,8.219999999999999,5325.345
100070,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 02:59:00,8804326,1800.0,1652.0,8.219999999999999,5329.4952
100071,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 19:58:35,8802992,1800.0,1652.0,8.219999999999999,5328.6877
100072,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 20:28:37,8799254,1800.0,1652.0,8.219999999999999,5326.4249
100073,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 01:28:55,8797233,1800.0,1652.0,8.219999999999999,5325.2016
100074,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 22:28:43,8792911,1800.0,1652.0,8.219999999999999,5322.5854
100075,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 21:58:42,8801718,1800.0,1652.0,8.219999999999999,5327.9165
100076,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 00:58:53,8802914,1800.0,1652.0,8.219999999999999,5328.6404
100077,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 20:58:38,8799161,1800.0,1652.0,8.219999999999999,5326.3686
100078,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 23:58:49,8795340,1800.0,1652.0,8.219999999999999,5324.0557
100079,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-28 00:28:51,8798224,1800.0,1652.0,8.219999999999999,5325.8015
100080,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 21:28:40,8795669,1800.0,1652.0,8.219999999999999,5324.2548
100081,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 22:58:45,8802917,1800.0,1652.0,8.219999999999999,5328.6423
100082,1026,1,4096,0.075,0.0,0-310,0.65,2002-02-27 23:28:47,8795979,1800.0,1652.0,8.219999999999999,5324.4425
100083,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 02:04:17,6672393,1800.0,1684.0,6.4399999999999995,3962.2286
100084,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 02:34:19,6676769,1800.0,1684.0,6.4399999999999995,3964.8272
100085,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 19:29:25,6667715,1800.0,1683.0,6.5,3961.8033
100086,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 20:33:57,6669016,1800.0,1684.0,6.4399999999999995,3960.2233
100087,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 20:03:55,6671192,1800.0,1684.0,6.4399999999999995,3961.5154
100088,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 03:04:21,6669392,1800.0,1684.0,6.4399999999999995,3960.4466
100089,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 01:04:13,6672668,1800.0,1684.0,6.4399999999999995,3962.3919
100090,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 22:04:02,6674066,1800.0,1684.0,6.4399999999999995,3963.2221
100091,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 22:34:04,6668603,1800.0,1684.0,6.4399999999999995,3959.978
100092,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 01:34:15,6671407,1800.0,1683.0,6.5,3963.997
100093,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 21:34:01,6674039,1800.0,1684.0,6.4399999999999995,3963.2061
100094,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 00:34:12,6670960,1800.0,1683.0,6.5,3963.7314
100095,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 00:04:10,6673147,1800.0,1684.0,6.4399999999999995,3962.6764
100096,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 21:04:00,6672634,1800.0,1684.0,6.4399999999999995,3962.3717
100097,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 23:34:09,6674493,1800.0,1684.0,6.4399999999999995,3963.4757
100098,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-25 23:04:07,6674621,1800.0,1684.0,6.4399999999999995,3963.5517
100099,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 13:49:27,28137722,1800.0,1315.0,26.939999999999998,21397.5072
100100,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 13:19:25,28147115,1800.0,1315.0,26.939999999999998,21404.6502
100101,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 15:19:33,28139950,1800.0,1315.0,26.939999999999998,21399.2015
100102,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 12:19:22,28142303,1800.0,1315.0,26.939999999999998,21400.9909
100103,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 12:49:23,28140885,1800.0,1315.0,26.939999999999998,21399.9125
100104,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 15:49:35,28130908,1800.0,1315.0,26.939999999999998,21392.3255
100105,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 11:49:20,28143889,1800.0,1315.0,26.939999999999998,21402.197
100106,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 14:49:31,28141339,1800.0,1315.0,26.939999999999998,21400.2578
100107,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 14:19:29,28137688,1800.0,1315.0,26.939999999999998,21397.4814
100108,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 11:19:19,28141207,1800.0,1315.0,26.939999999999998,21400.1574
100109,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 16:19:37,28142830,1800.0,1315.0,26.939999999999998,21401.3916
100110,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 16:49:38,28139765,1800.0,1315.0,26.939999999999998,21399.0608
100111,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 09:49:14,28149278,1800.0,1315.0,26.939999999999998,21406.2951
100112,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 10:49:17,28132311,1800.0,1315.0,26.939999999999998,21393.3924
100113,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 10:19:15,28153695,1800.0,1315.0,26.939999999999998,21409.654
100114,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 17:19:41,28141445,1800.0,1315.0,26.939999999999998,21400.3384
100115,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 22:48:09,7189231,1800.0,1676.0,6.890000000000001,4289.5173
100116,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 23:18:11,7194285,1800.0,1676.0,6.890000000000001,4292.5328
100117,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 00:48:17,7191144,1800.0,1676.0,6.890000000000001,4290.6587
100118,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 22:18:07,7196077,1800.0,1676.0,6.890000000000001,4293.602
100119,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 21:48:06,7194676,1800.0,1676.0,6.890000000000001,4292.7661
100120,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 01:18:19,7194363,1800.0,1676.0,6.890000000000001,4292.5794
100121,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 00:18:14,7191127,1800.0,1676.0,6.890000000000001,4290.6486
100122,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 20:48:02,7192841,1800.0,1676.0,6.890000000000001,4291.6712
100123,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 21:18:04,7195257,1800.0,1676.0,6.890000000000001,4293.1128
100124,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 23:48:13,7190630,1800.0,1676.0,6.890000000000001,4290.352
100125,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 01:48:21,7191282,1800.0,1676.0,6.890000000000001,4290.7411
100126,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 19:16:22,7189298,1800.0,1676.0,6.890000000000001,4289.5573
100127,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 02:18:22,7190266,1800.0,1676.0,6.890000000000001,4290.1348
100128,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 19:47:58,7185339,1800.0,1677.0,6.83,4284.6386
100129,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-26 20:18:00,7191614,1800.0,1676.0,6.890000000000001,4290.9391
100130,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 02:48:24,7193752,1800.0,1676.0,6.890000000000001,4292.2148
100131,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 13:43:02,41179117,1800.0,1007.0,44.06,40892.8669
100132,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 10:40:00,41630809,1800.0,991.0,44.940000000000005,42008.889
100133,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 11:12:54,41191566,1800.0,1005.0,44.17,40986.6328
100134,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 14:13:04,41179467,1800.0,1007.0,44.06,40893.2145
100135,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 12:12:58,41193422,1800.0,1006.0,44.11,40947.7356
100136,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 15:13:09,41175706,1800.0,1007.0,44.06,40889.4796
100137,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 14:43:06,41170651,1800.0,1007.0,44.06,40884.4598
100138,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 11:42:57,41203238,1800.0,1006.0,44.11,40957.493
100139,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 09:39:56,41653430,1800.0,991.0,44.940000000000005,42031.7154
100140,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 16:43:14,41164253,1800.0,1007.0,44.06,40878.1063
100141,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 10:09:58,41669902,1800.0,991.0,44.940000000000005,42048.337
100142,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 16:13:12,41175598,1800.0,1007.0,44.06,40889.3724
100143,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 09:09:55,41676946,1800.0,990.0,45.0,42097.9253
100144,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 15:43:10,41165065,1800.0,1007.0,44.06,40878.9126
100145,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 12:42:59,41183880,1800.0,1007.0,44.06,40897.5968
100146,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 13:13:01,41180730,1800.0,1006.0,44.11,40935.1193
100147,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 16:24:07,41826865,1800.0,993.0,44.83,42121.717
100148,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 15:54:05,41844268,1800.0,993.0,44.83,42139.2427
100149,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 18:54:16,41833034,1800.0,993.0,44.83,42127.9295
100150,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 14:54:03,41829603,1800.0,993.0,44.83,42124.4743
100151,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 17:54:13,41834175,1800.0,993.0,44.83,42129.0785
100152,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 18:24:14,41806896,1800.0,992.0,44.89,42144.0484
100153,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 15:24:04,41838047,1800.0,993.0,44.83,42132.9778
100154,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 13:23:57,41834103,1800.0,993.0,44.83,42129.006
100155,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 13:53:59,41827809,1800.0,993.0,44.83,42122.6677
100156,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 14:24:01,41838172,1800.0,993.0,44.83,42133.1037
100157,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 16:54:09,41829866,1800.0,993.0,44.83,42124.7392
100158,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 17:24:11,41831815,1800.0,993.0,44.83,42126.7019
100159,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 20:16:00,13165343,900.0,693.0,23.0,18997.6089
100160,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-09 00:37:02,16745876,900.0,623.0,30.78,26879.4157
100161,1013,1,4096,0.075,0.0,0-310,0.65,2002-02-26 02:33:05,6669016,1800.0,1684.0,6.4399999999999995,3960.2233
100162,1050,1,4096,0.075,0.0,0-310,0.65,2002-02-27 15:49:01,28149278,1800.0,1315.0,26.939999999999998,21406.2951
100163,1020,1,4096,0.075,0.0,0-310,0.65,2002-02-27 01:16:02,7189298,1800.0,1676.0,6.890000000000001,4289.5573
100164,1058,1,4096,0.075,0.0,0-310,0.65,2002-02-26 15:09:05,41676946,1800.0,990.0,45.0,42097.9253
100165,1066,1,4096,0.075,0.0,0-310,0.65,2002-02-25 19:23:05,41834103,1800.0,993.0,44.83,42129.006
100166,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 11:30:29,13167043,900.0,693.98,22.89,18973.2318
100167,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 11:15:24,13163861,900.0,694.06,22.88,18966.4597
100168,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 13:51:09,16741918,900.0,622.62,30.819999999999997,26889.4641
100169,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 17:22:16,16749977,900.0,622.96,30.78,26887.7238
100170,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 17:07:11,16748081,900.0,622.94,30.78,26885.5442
100171,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 13:36:05,16745853,900.0,622.62,30.819999999999997,26895.7842
100172,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 14:06:14,16748806,900.0,622.54,30.830000000000002,26903.9846
100173,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 14:21:19,16747666,900.0,622.54,30.830000000000002,26902.1534
100174,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 16:52:07,16751688,900.0,622.86,30.79,26894.7892
100175,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 15:21:38,16743711,900.0,622.66,30.819999999999997,26890.6172
100176,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 15:06:33,16746096,900.0,622.64,30.819999999999997,26895.3097
100177,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 16:37:02,16744137,900.0,622.86,30.79,26882.6661
100178,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 14:36:24,16745829,900.0,622.62,30.819999999999997,26895.7456
100179,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 16:06:53,16743721,900.0,622.78,30.8,26885.4495
100180,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 16:21:58,16747922,900.0,622.74,30.81,26893.924
100181,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 14:51:28,16753633,900.0,622.54,30.830000000000002,26911.7383
100182,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 15:36:42,16750045,900.0,622.72,30.81,26898.1979
100183,1008,1,16384,0.075,0.0,0-1200,0.78,2013-10-08 15:51:48,16749312,900.0,622.76,30.8,26895.2915
100184,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 10:30:10,13162734,900.0,694.1,22.88,18963.7436
100185,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 12:00:39,13163605,900.0,694.0,22.89,18967.7305
100186,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 11:45:33,13162552,900.0,694.04,22.88,18965.1208
100187,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 10:15:05,13166929,900.0,694.0,22.89,18972.5202
100188,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 12:15:44,13155858,900.0,694.14,22.869999999999997,18952.744
100189,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 10:45:14,13166096,900.0,694.02,22.89,18970.7726
100190,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 11:00:19,13164261,900.0,694.04,22.88,18967.5832
100191,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 12:30:48,13165755,900.0,693.98,22.89,18971.3758
100192,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 10:00:00,13157364,900.0,694.16,22.869999999999997,18954.3686
100193,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 09:44:54,13157881,900.0,694.16,22.869999999999997,18955.1134
100194,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 09:14:45,13162315,900.0,694.16,22.869999999999997,18961.501
100195,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 12:45:54,13165535,900.0,693.92,22.900000000000002,18972.699
100196,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 13:00:58,13160988,900.0,694.02,22.89,18963.4126
100197,1004,1,16384,0.075,0.0,0-1200,0.73,2013-09-18 09:29:50,13160618,900.0,694.16,22.869999999999997,18959.0563
100198,1037,1,8192,0.125,0.0,0-1024,0.99,1996-05-22 09:21:31,31575676,3600.0,3186.0,11.5,9910.7583
100199,1041,1,8192,0.125,0.0,0-1024,0.98,1996-05-21 13:02:31,34825503,3600.0,3145.0,12.64,11073.2919
100200,1057,1,8192,0.125,0.0,0-1024,0.83,1998-10-15 18:46:00,33972509,1800.0,1149.0,36.17,29567.0226
100201,1057,1,8192,0.125,0.0,0-1024,0.82,1998-10-15 17:16:00,33985448,1800.0,1148.0,36.22,29604.0488
